system:index,area,band,class,class_name,.geo
31_0_9,3.70466506329344,classification_2016,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_10,1.5970886987915007,classification_2016,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_11,2.834350979919437,classification_2016,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_12,0.4001877924804675,classification_2016,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_13,0.1765154350585937,classification_2016,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_14,0.09110721887207028,classification_2016,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_15,7.46030982617163,classification_2016,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
31_0_16,0.13505127856445318,classification_2016,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_0,68.60039394738783,classification_2017,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_1,5.549145943664619,classification_2017,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_2,3.6979802722168005,classification_2017,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_3,1.5037345943603497,classification_2017,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_4,0.5103358040161127,classification_2017,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_5,62.44050544079467,classification_2017,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_6,123.24309983661549,classification_2017,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_7,169.20318218519785,classification_2017,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_8,47.481389295780126,classification_2017,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_9,3.5581314364013528,classification_2017,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_10,1.496968514648436,classification_2017,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_11,2.902269246704109,classification_2017,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_12,0.4159492178344718,classification_2017,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_13,0.27266219171142586,classification_2017,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_14,0.03974933624267577,classification_2017,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_15,7.224132610595433,classification_2017,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
32_0_16,0.27344269824218714,classification_2017,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_0,67.74567624114992,classification_2018,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_1,5.770357195983959,classification_2018,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_2,4.181660951232906,classification_2018,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_3,1.506220202819822,classification_2018,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_4,0.5592162185058579,classification_2018,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_5,64.01351955139017,classification_2018,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_6,123.60809214807729,classification_2018,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_7,169.26990408503582,classification_2018,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_8,47.56171728009414,classification_2018,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_9,3.469653562927227,classification_2018,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_10,1.3819515137329066,classification_2018,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_11,2.760686504943854,classification_2018,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_12,0.40600468963622954,classification_2018,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_13,0.27101158239746104,classification_2018,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_14,0.014079747009277345,classification_2018,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_15,5.6207069057005095,classification_2018,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
33_0_16,0.2726141917724606,classification_2018,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_0,67.65945505035403,classification_2019,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_1,5.679250342834527,classification_2019,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_2,4.396179371459945,classification_2019,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_3,1.5103619261474583,classification_2019,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_4,0.5732997313232401,classification_2019,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_5,66.35574795367349,classification_2019,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_6,125.87645213086574,classification_2019,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_7,166.1067906191515,classification_2019,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_8,47.58076540338512,classification_2019,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_9,3.338964925048818,classification_2019,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_10,1.3471957282714808,classification_2019,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_11,2.7432876967163122,classification_2019,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_12,0.5924911488037095,classification_2019,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_13,0.17237909466552742,classification_2019,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_14,0.06626427337646484,classification_2019,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_15,4.139915959167484,classification_2019,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
34_0_16,0.27427121716308567,classification_2019,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_0,66.17322379644777,classification_2020,3,Forest Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_1,5.503622511535697,classification_2020,4,Savanna Formation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_2,4.401979598022443,classification_2020,9,Forest Plantation,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_3,1.5169886536865205,classification_2020,11,Wetland,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_4,0.6279753634643547,classification_2020,12,"Grassland (Pastizal, Formación Herbácea)","{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_5,66.8660806884147,classification_2020,15,Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_6,125.83334700379042,classification_2020,20,Sugar Cane,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_7,166.99439619257956,classification_2020,21,Mosaic of Agriculture and Pasture,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_8,47.86727331018405,classification_2020,24,Urban Infrastructure,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_9,2.6624119761352496,classification_2020,25,Other Non Vegetated Area,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_10,1.348851754028317,classification_2020,30,Mining,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_11,2.572753421386727,classification_2020,33,"River, Lake and Ocean","{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_12,1.1104966016235354,classification_2020,39,Soy Beans,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_13,0.08203502331542975,classification_2020,41,Mosaic of Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_14,0.06709275323486329,classification_2020,46,Coffe,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_15,4.559157352844239,classification_2020,47,Citrus,"{""type"":""MultiPoint"",""coordinates"":[]}"
35_0_16,0.22538657171630838,classification_2020,48,Other Perennial Crops,"{""type"":""MultiPoint"",""coordinates"":[]}"
